Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Quality Description,Generated_Description
banana_tsl_4_tqs_512.ply,Barely Identifiable,Low,Medium,Low,High,Medium,,Medium,,Low,29.94302564,30,Poor,,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a low level of brightness distortion, a medium level of color distortion, a low level of noise, and a high level of blurriness; on the geometric side, we observe a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as poor."
banana_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Low,Medium,,,Low,,Medium,,,83.18362987,83,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
banana_tsl_6_tqs_128.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,,Medium,Low,,79.9250077,80,Good,,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
banana_tsl_6_tqs_256.ply,Distorted but identifiable,Low,Medium,,Medium,Low,,Medium,,,61.62952635,62,Fair,,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
banana_tsl_6_tqs_512.ply,Barely Identifiable,Low,Medium,,High,Low,,Medium,,,35.85265105,36,Poor,,"From a perceptual standpoint, the texture is barely identifiable. In terms of distortions, photometric ones include a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a high level of blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
banana_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Low,Medium,,,Low,,Low,,,84.62807112,85,Good,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and no perceptible blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, a low level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
banana_tsl_8_tqs_128.ply,Slightly distorted but identifiable,Low,Medium,,Low,Low,,Low,,,86.14465436,86,Excellent,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, a low level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as excellent."
banana_tsl_8_tqs_256.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,,Medium,,,61.90144929,62,Fair,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as fair."
banana_tsl_8_tqs_512.ply,Barely Identifiable,Low,High,,High,Low,,High,,,38.96808477,39,Poor,,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a low level of brightness distortion, a high level of color distortion, no perceptible noise, and a high level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
biscuits_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Low,Low,,,,Low,,,,80.64772987,81,Good,,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a low level of brightness distortion, a low level of color distortion, no perceptible noise, and no perceptible blurriness, whereas geometric effects involve no perceptible point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
biscuits_gQP_1_tQP_2.ply,Slightly distorted but identifiable,Low,Low,,Low,Low,Low,,,,69.66364063,70,Good,,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as good."
biscuits_gQP_1_tQP_3.ply,Slightly distorted but identifiable,Low,Low,,Medium,Low,Low,,,,55.29057762,55,Fair,,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a low level of brightness distortion, a low level of color distortion, no perceptible noise, and a medium level of blurriness, while geometric artifacts include a low level of point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
