Ply_name,Texture Condition,Brightness distortion,Color Distortion,Noise,Blurriness,Point Density Distortion,Scattering Artifact,Grid Artifact,Missing Region,Deformed Shape,MOS,Rounded MOS,Label,Generated_Description
banana_tsl_4_tqs_256.ply,Distorted but identifiable,Medium,Medium,None,Medium,Medium,None,Medium,None,Low,34.18431286,34,Poor,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as poor."
banana_tsl_4_tqs_512.ply,Barely Identifiable,Medium,Medium,Low,Severe,Medium,None,Medium,None,Low,29.94302564,30,Poor,"When examining this point cloud, the texture is barely identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, a low level of noise, and a severe level of blurriness; on the geometric side, we observe a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and a low level of deformed shape. The overall quality is rated as poor."
banana_tsl_6_tqs_64.ply,Slightly distorted but identifiable,Medium,Medium,None,None,Low,None,Medium,None,None,83.18362987,83,Good,"In this point cloud, the texture is slightly distorted but identifiable. Photometric distortions include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and no perceptible blurriness, while geometric artifacts include a low level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
banana_tsl_6_tqs_128.ply,Slightly distorted but identifiable,Medium,Medium,None,Low,Low,None,Medium,Low,None,79.9250077,80,Good,"Considering this point cloud, the texture is slightly distorted but identifiable. Photometric effects involve a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness, whereas geometric effects involve a low level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, a low level of missing region, and no perceptible deformed shape. The overall quality is rated as good."
banana_tsl_6_tqs_256.ply,Distorted but identifiable,Medium,Medium,None,Medium,Medium,None,Medium,None,None,61.62952635,62,Fair,"When examining this point cloud, the texture is distorted but identifiable. On the photometric side, we observe a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness; on the geometric side, we observe a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
banana_tsl_6_tqs_512.ply,Barely Identifiable,Medium,Medium,None,Severe,Medium,None,Medium,None,None,35.85265105,36,Poor,"From a perceptual viewpoint, the texture is barely identifiable. Geometric distortions are characterized by a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a severe level of blurriness. The overall quality is rated as poor."
banana_tsl_8_tqs_64.ply,Slightly distorted but identifiable,Medium,Medium,None,None,Low,None,Low,None,None,84.62807112,85,Good,"From a perceptual standpoint, the texture is slightly distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and no perceptible blurriness, and geometric ones include a low level of point density distortion, no perceptible scattering artifact, a low level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as good."
banana_tsl_8_tqs_128.ply,Slightly distorted but identifiable,Medium,Medium,None,Low,Low,None,Low,None,None,86.14465436,86,Excellent,"Visually, the texture is slightly distorted but identifiable, with photometric distortions such as a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a low level of blurriness. Geometric artifacts such as a low level of point density distortion, no perceptible scattering artifact, a low level of grid artifact, no perceptible missing region, and no perceptible deformed shape are also present. The overall quality is rated as excellent."
banana_tsl_8_tqs_256.ply,Distorted but identifiable,Medium,Medium,None,Medium,Medium,None,Medium,None,None,61.90144929,62,Fair,"From a perceptual standpoint, the texture is distorted but identifiable. In terms of distortions, photometric ones include a medium level of brightness distortion, a medium level of color distortion, no perceptible noise, and a medium level of blurriness, and geometric ones include a medium level of point density distortion, no perceptible scattering artifact, a medium level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as fair."
banana_tsl_8_tqs_512.ply,Barely Identifiable,Medium,High,None,Severe,Medium,None,High,None,None,38.96808477,39,Poor,"Considering this point cloud, the texture is barely identifiable. Photometric effects involve a medium level of brightness distortion, a high level of color distortion, no perceptible noise, and a severe level of blurriness, whereas geometric effects involve a medium level of point density distortion, no perceptible scattering artifact, a high level of grid artifact, no perceptible missing region, and no perceptible deformed shape. The overall quality is rated as poor."
biscuits_gQP_1_tQP_1.ply,Slightly distorted but identifiable,Medium,Low,None,None,None,Low,None,None,None,80.64772987,81,Good,"From a perceptual viewpoint, the texture is slightly distorted but identifiable. Geometric distortions are characterized by no perceptible point density distortion, a low level of scattering artifact, no perceptible grid artifact, no perceptible missing region, and no perceptible deformed shape, and photometric distortions by a medium level of brightness distortion, a low level of color distortion, no perceptible noise, and no perceptible blurriness. The overall quality is rated as good."
